state_name,age_bracket,state_code,Below_primary_share_total_female,Below_primary_share_total_male,CMPR_agri_labourers_female,CMPR_agri_labourers_male,CMPR_below_primary_female,CMPR_below_primary_male,CMPR_cultivators_female,CMPR_cultivators_male,CMPR_household_industry_female,CMPR_household_industry_male,CMPR_illiterate_female,CMPR_illiterate_male,CMPR_main_workers_female,CMPR_main_workers_male,CMPR_matric_female,CMPR_matric_male,CMPR_middle_female,CMPR_middle_male,CMPR_non_workers_female,CMPR_non_workers_male,CMPR_other_workers_female,CMPR_other_workers_male,CMPR_primary_female,CMPR_primary_male,CMPR_total_female,CMPR_total_male,Child_labour_attending_total_female,Child_labour_attending_total_male,Child_labour_dropout_total_female,Child_labour_dropout_total_male,Dropout_rate_total_female,Dropout_rate_total_male,Graduate_share_total_female,Graduate_share_total_male,Illiteracy_rate_total_female,Illiteracy_rate_total_male,Literacy_rate_total_female,Literacy_rate_total_male,Non_worker_dropout_total_female,School_attendance_rate_total_female,School_attendance_rate_total_male
Himachal Pradesh,age_10_13,02,40.197,39.811,3.2858,0.3124,4.0101,0.587,3.7102,0.4467,,,7.1534,0.8721,3.4754,0.3844,0.3378,0.179,0.8016,0.2816,,,,,2.1493,0.4111,4.1776,0.436,94.6536,96.5417,4.5637,2.6512,4.5637,2.6512,0.0,0.0,3.8965,2.1748,96.1035,97.8252,0.0,95.4363,97.3488
Himachal Pradesh,age_14_17,02,4.4998,4.2383,29.2869,3.9644,34.3481,5.6338,29.2958,4.4106,,,35.9306,6.5787,27.6244,3.5463,7.4427,1.3875,18.3816,2.7933,,,,,28.9618,4.4499,27.4545,3.7078,81.1334,86.3761,13.956,7.0932,13.956,7.0932,0.0,0.0,5.6533,2.9496,94.3467,97.0504,0.0,86.044,92.9068
Himachal Pradesh,age_18_21,02,3.814,4.0777,49.9715,30.8185,48.4783,38.4681,52.567,36.6093,,,43.5478,37.2272,50.6573,30.4307,59.4477,21.6599,62.4997,30.8222,,,,,55.8894,37.2017,49.8731,30.0295,49.1248,58.2719,35.9389,18.2362,35.9389,18.2362,0.0,0.0,9.5343,5.0848,90.4657,94.9152,0.0,64.0611,81.7638
Himachal Pradesh,age_22_25,02,4.1201,4.3782,10.6788,38.8906,7.0191,33.7324,9.1676,36.6027,,,6.6769,32.3899,11.5677,38.0283,24.1718,43.156,12.442,41.4624,,,,,8.1717,37.1934,11.5134,37.6132,,,,,,,9.0625,8.2035,14.1324,5.9736,85.8676,94.0264,,,
Himachal Pradesh,age_26_29,02,6.0899,5.3663,1.814,14.9611,1.1064,11.3562,1.2819,12.8455,,,1.1403,10.0007,2.4229,18.0163,3.0657,23.7929,1.1884,16.525,,,,,0.9346,12.664,1.7973,17.5562,,,,,,,10.2841,12.5827,21.7779,8.0571,78.2221,91.9429,,,
Himachal Pradesh,age_30_33,02,8.4805,6.9439,0.7872,5.1475,0.319,4.6781,0.3716,4.4462,,,0.4944,5.958,0.5835,5.29,0.4263,5.1654,0.1841,3.9112,,,,,0.1821,3.7196,0.431,5.3933,,,,,,,7.5575,11.3986,30.8366,10.792,69.1634,89.208,,,
Himachal Pradesh,age_34_plus,02,14.4655,12.5881,0.308,2.4841,0.2259,2.6248,0.2679,2.12,,,0.4472,3.8936,0.3086,1.8087,0.1416,1.08,0.0651,1.1428,,,,,0.0902,1.4862,0.2907,2.054,,,,,,,5.6257,9.7106,62.0321,28.5429,37.9679,71.4571,,,
Himachal Pradesh,age_below10,02,98.3805,98.4271,2.0764,0.9578,2.1917,0.8775,2.182,0.8479,,,3.2204,0.9776,2.0888,0.8346,1.6296,1.0155,1.7259,0.8763,,,,,1.8484,0.8489,2.452,0.9475,73.1137,74.599,26.7137,25.2165,26.7137,25.2165,0.0,0.0,70.2697,70.1105,29.7303,29.8895,0.0,73.2863,74.7835
Punjab,age_10_13,03,42.1765,45.926,1.211,0.2938,1.3658,0.4757,1.096,0.2304,,,1.6402,0.4046,1.0835,0.2913,0.3745,0.2087,0.6276,0.2809,,,,,0.883,0.3321,1.1281,0.3105,84.6416,86.9151,14.3022,10.2391,14.3022,10.2391,0.0,0.0,11.8095,9.6023,88.1905,90.3977,0.0,85.6978,89.7609
Punjab,age_14_17,03,4.5704,5.2512,16.0155,3.5783,17.2838,4.4259,13.0742,2.7323,,,18.2596,4.1988,13.7116,2.8411,7.154,1.6737,12.8128,2.8282,,,,,15.3276,3.4661,14.4785,2.9815,64.083,66.1496,31.4072,16.8308,31.4072,16.8308,0.0,0.0,13.0199,11.5373,86.9801,88.4627,0.0,68.5928,83.1692
Punjab,age_18_21,03,3.108,4.1203,58.7078,42.1326,53.4452,37.9278,57.4047,37.2959,,,55.6564,39.893,53.8878,33.3272,54.954,27.7006,58.2735,34.9849,,,,,57.9929,37.7224,54.9455,33.425,34.2928,34.1791,56.3055,23.8343,56.3055,23.8343,0.0,0.0,16.7889,14.8061,83.2111,85.1939,0.0,43.6945,76.1657
Punjab,age_22_25,03,2.3175,3.3724,16.5937,37.2519,15.4569,35.2024,20.1558,39.8924,,,16.2392,35.8788,21.8963,40.7288,26.4941,44.6059,19.1128,40.4845,,,,,17.5318,38.2456,20.0346,39.6339,,,,,,,12.8074,7.1108,23.315,16.921,76.685,83.079,,,
Punjab,age_26_29,03,3.0953,3.7511,2.8749,8.1034,2.5387,8.8231,3.3715,10.3638,,,2.7639,8.0426,4.5685,13.3148,3.7873,15.9161,2.5579,11.5973,,,,,2.561,9.8873,3.2607,12.7006,,,,,,,14.9457,10.5432,31.8603,21.1723,68.1397,78.8277,,,
Punjab,age_30_33,03,4.108,4.157,0.8134,3.3955,0.6177,3.7771,0.9554,4.1737,,,0.9636,4.5232,0.9823,4.1144,0.5404,3.7728,0.4406,3.511,,,,,0.5379,3.5065,0.7857,4.2354,,,,,,,12.2226,11.3137,38.4033,24.8826,61.5967,75.1174,,,
Punjab,age_34_plus,03,6.2164,5.9033,0.3367,1.2056,0.344,1.7456,0.4064,1.6745,,,0.5818,2.1994,0.3564,1.2761,0.1561,0.8813,0.1637,1.0833,,,,,0.2123,1.2222,0.396,1.4764,,,,,,,10.0377,11.7309,59.0157,38.1696,40.9843,61.8304,,,
Punjab,age_below10,03,97.3726,97.6163,0.7616,0.7194,0.8984,0.8373,0.8297,0.6704,,,0.8024,0.701,0.7626,0.7197,1.0051,0.8112,0.9068,0.7645,,,,,0.7958,0.7651,0.8526,0.7536,64.5746,66.5001,35.1311,33.0145,35.1311,33.0145,0.0,0.0,72.9786,72.767,27.0214,27.233,0.0,64.8689,66.9855
Chandigarh,age_10_13,04,37.2092,40.6328,6.4516,0.6873,5.0804,2.1915,3.2407,1.1036,,,8.0722,2.2111,3.1905,1.0032,0.5751,0.615,1.9005,1.317,,,,,3.2158,1.4823,3.4365,0.9951,89.0262,89.7395,10.005,7.7251,10.005,7.7251,0.0,0.0,9.409,7.579,90.591,92.421,0.0,89.995,92.2749
Chandigarh,age_14_17,04,3.5574,4.8287,25.8065,5.1546,35.3245,11.6276,22.2222,5.5178,,,38.3969,13.2598,17.2475,6.176,10.4694,3.8225,24.5027,8.0434,,,,,32.5726,9.8997,21.9594,6.132,79.6455,73.2416,17.3392,10.3299,17.3392,10.3299,0.0,0.0,8.493,9.0149,91.507,90.9851,0.0,82.6608,89.6701
Chandigarh,age_18_21,04,1.9558,4.0233,41.9355,35.0515,41.7146,42.4484,46.7593,33.2767,,,38.8795,45.2322,30.9515,29.0465,51.9083,25.4297,54.1691,39.7138,,,,,48.0721,43.1651,41.621,28.6136,60.7386,46.1851,33.9654,13.3899,33.9654,13.3899,0.0,0.0,11.9706,12.3136,88.0294,87.6864,0.0,66.0346,86.6101
Chandigarh,age_22_25,04,2.0431,3.1861,20.9677,30.5842,8.1564,26.8984,16.2037,34.4652,,,6.914,24.7792,31.2573,33.5609,26.0214,39.7184,12.1704,32.9736,,,,,9.1967,29.4021,21.72,33.1388,,,,,,,30.4511,18.4478,19.2407,11.7236,80.7593,88.2764,,,
Chandigarh,age_26_29,04,2.5101,3.1829,3.2258,19.9313,1.4884,7.426,3.7037,14.7708,,,1.1147,5.6731,11.1678,20.1516,4.4331,20.194,1.4776,9.7983,,,,,1.1793,7.6549,4.8122,19.9726,,,,,,,38.8521,26.4283,26.6605,14.2333,73.3395,85.7667,,,
Chandigarh,age_30_33,04,2.7506,3.1965,0.0,3.0928,0.3969,2.5126,0.9259,5.2632,,,0.3508,2.5273,1.7695,4.9567,0.6475,4.3139,0.3237,2.5272,,,,,0.2737,2.3451,0.7625,5.1707,,,,,,,37.17,27.8208,30.6512,16.6006,69.3488,83.3994,,,
Chandigarh,age_34_plus,04,3.5245,3.1395,0.0,1.0309,0.2381,1.1027,0.0,1.9525,,,0.3334,1.0447,0.5733,1.1737,0.2565,1.0908,0.1462,0.8205,,,,,0.1811,0.8844,0.354,1.3873,,,,,,,35.782,37.0987,32.6401,16.9356,67.3599,83.0644,,,
Chandigarh,age_below10,04,97.7504,97.9147,1.6129,1.7182,2.6394,1.9542,3.2407,0.764,,,3.5208,1.9605,1.6436,1.4188,1.5929,1.3288,1.9631,1.6652,,,,,2.0567,1.9227,2.1887,1.4339,71.8062,74.7889,27.9733,24.9003,27.9733,24.9003,0.0,0.0,73.7584,72.4802,26.2416,27.5198,0.0,72.0267,75.0997
State - UTTARANCHAL  05,age_10_13,05,46.4863,44.6675,6.0038,0.5347,5.372,1.2487,7.1851,0.8869,,,9.4101,1.142,6.5609,0.6127,0.8634,0.3236,1.5019,0.5271,,,,,2.8985,0.8213,6.2544,0.6975,86.0854,91.0052,13.0884,7.7956,13.0884,7.7956,0.0,0.0,11.5632,6.6644,88.4368,93.3356,0.0,86.9116,92.2044
State - UTTARANCHAL  05,age_14_17,05,7.4798,6.0353,35.9165,4.9085,39.4621,8.2714,39.1599,6.4759,,,40.358,8.2663,36.7858,4.7465,13.6562,2.557,25.5047,4.6717,,,,,35.0203,6.4006,33.374,5.1984,66.9525,77.5988,27.9926,14.1345,27.9926,14.1345,0.0,0.0,14.8249,7.3552,85.1751,92.6448,0.0,72.0074,85.8655
State - UTTARANCHAL  05,age_18_21,05,4.7633,4.5668,44.8187,51.8363,43.3846,42.7646,44.1755,44.7425,,,39.1588,45.9754,43.7456,38.4573,60.1965,31.7338,58.4881,42.7753,,,,,50.6386,43.67,44.7624,37.9588,40.9972,52.8277,44.6639,23.4326,44.6639,23.4326,0.0,0.0,19.7342,9.9288,80.2658,90.0712,0.0,55.3361,76.5674
State - UTTARANCHAL  05,age_22_25,05,4.5853,4.1726,6.6025,30.6707,4.9578,30.5577,4.7393,32.8815,,,4.5893,28.9663,6.8907,34.9144,16.4878,40.0795,7.9566,35.4441,,,,,5.7312,32.931,8.3885,34.2241,,,,,,,17.9961,14.2958,27.6289,11.629,72.3711,88.371,,,
State - UTTARANCHAL  05,age_26_29,05,6.7488,4.7332,1.0799,5.3201,0.7194,8.1304,0.5388,8.1831,,,0.6802,6.142,1.4245,12.7198,2.0756,15.883,0.8788,9.2852,,,,,0.6753,8.2605,1.3204,12.2329,,,,,,,21.5344,20.827,38.373,14.5713,61.627,85.4287,,,
State - UTTARANCHAL  05,age_30_33,05,8.8237,5.3116,0.4812,2.4229,0.1933,3.5431,0.1904,3.004,,,0.2987,3.4786,0.3986,4.2752,0.3913,4.39,0.1639,2.7649,,,,,0.1695,3.1649,0.3476,4.3056,,,,,,,18.037,19.6107,47.0869,16.8749,52.9131,83.1251,,,
State - UTTARANCHAL  05,age_34_plus,05,13.5064,10.801,0.263,1.0895,0.1141,2.1378,0.102,1.4031,,,0.2173,2.0053,0.1805,1.4204,0.1321,1.2365,0.0704,1.0156,,,,,0.0925,1.5728,0.1903,1.6339,,,,,,,13.6343,14.9805,67.7668,25.9819,32.2332,74.0181,,,
State - UTTARANCHAL  05,age_below10,05,97.0046,97.1291,2.7193,1.0513,2.2808,1.0834,2.8926,0.975,,,3.3614,1.1649,2.7079,0.9581,1.6679,0.9274,1.944,0.996,,,,,2.0251,1.0077,2.7061,1.0357,64.5377,66.9575,35.2817,32.763,35.2817,32.763,0.0,0.0,74.941,73.9482,25.059,26.0518,0.0,64.7183,67.237
Haryana,age_10_13,06,47.5842,48.5585,8.0488,1.5281,7.7944,2.4953,9.3484,2.0644,,,9.1684,2.1502,7.8374,1.4448,1.5901,0.9297,3.2857,1.5178,,,,,5.586,2.0199,6.9126,1.5887,82.6076,89.4241,16.4131,8.8126,16.4131,8.8126,0.0,0.0,13.6009,7.7291,86.3991,92.2709,0.0,83.5869,91.1874
Haryana,age_14_17,06,7.1845,6.7813,41.9763,12.0972,39.631,15.1298,44.1972,14.0771,,,42.6463,14.6239,39.7976,10.5708,21.4186,7.9512,33.4411,11.5873,,,,,38.6816,13.5932,37.0995,11.2983,61.4999,72.4757,33.6794,14.1575,33.6794,14.1575,0.0,0.0,15.387,8.6047,84.613,91.3953,0.0,66.3206,85.8425
Haryana,age_18_21,06,4.4992,4.9974,37.4035,49.3085,35.7083,45.8522,34.6746,48.5785,,,35.1237,46.3242,36.2074,43.0915,53.9649,41.2287,47.7909,46.381,,,,,41.7674,47.7963,39.3647,42.9956,32.0212,44.6031,56.2807,20.0189,56.2807,20.0189,0.0,0.0,22.1671,11.0304,77.8329,88.9696,0.0,43.7193,79.9811
Haryana,age_22_25,06,4.1451,4.3496,5.7451,26.3409,5.982,23.2209,4.8326,24.6408,,,5.6768,23.8216,8.5695,29.9513,15.3182,34.1605,8.4924,28.0245,,,,,6.7539,24.9113,8.9005,28.7329,,,,,,,11.5871,8.87,31.9205,12.975,68.0795,87.025,,,
Haryana,age_26_29,06,5.4514,4.8109,0.9001,4.9946,0.8017,5.0147,0.6518,4.9265,,,0.8663,5.1476,1.5945,8.7712,1.7923,9.4963,0.9478,6.2536,,,,,0.8157,5.1002,1.2739,8.2157,,,,,,,14.5967,12.9337,44.4468,17.4293,55.5532,82.5707,,,
Haryana,age_30_33,06,6.4467,5.4664,0.2234,1.6677,0.1918,1.8352,0.1567,1.597,,,0.2744,2.4,0.311,2.147,0.2464,1.8825,0.1433,1.5746,,,,,0.1573,1.4977,0.2704,2.1985,,,,,,,13.7182,12.8162,55.3926,22.5118,44.6074,77.4882,,,
Haryana,age_34_plus,06,8.405,7.5197,0.1146,0.733,0.1646,1.0635,0.0985,0.8053,,,0.2588,1.495,0.1351,0.7435,0.0758,0.4886,0.0625,0.5704,,,,,0.0862,0.6089,0.1971,0.8912,,,,,,,12.6146,12.7787,72.066,36.2813,27.934,63.7187,,,
Haryana,age_below10,06,97.8156,97.9211,4.5048,1.6312,4.5824,2.1714,5.1227,1.8423,,,4.5394,1.7443,4.4016,1.5451,2.32,1.4636,2.7887,1.6795,,,,,3.4037,1.9094,3.8497,1.646,58.6886,62.2471,41.1089,37.3873,41.1089,37.3873,0.0,0.0,75.6325,74.452,24.3675,25.548,0.0,58.8911,62.6127
State - DELHI  07,age_10_13,07,37.349,40.1945,7.9429,1.1878,6.7551,1.5573,6.2754,0.7619,,,9.5932,1.8537,4.4353,0.7799,1.1329,0.5266,2.9348,0.9989,,,,,5.0918,1.1898,4.8014,0.8365,88.5228,89.2255,11.0139,8.9266,11.0139,8.9266,0.0,0.0,8.3075,6.9849,91.6925,93.0151,0.0,88.9861,91.0734
State - DELHI  07,age_14_17,07,4.3406,5.366,38.4203,11.3716,40.4631,11.7016,41.1111,9.1519,,,42.5564,12.813,21.9092,6.369,16.7745,4.8742,31.6472,8.4247,,,,,38.493,9.9494,28.2953,6.6188,72.6714,69.8941,25.3842,16.5894,25.3842,16.5894,0.0,0.0,8.6479,8.5627,91.3521,91.4373,0.0,74.6158,83.4106
State - DELHI  07,age_18_21,07,2.9849,4.542,36.1,45.7238,36.8733,44.0608,38.6854,47.5707,,,34.0843,45.0718,30.4895,32.6357,51.9073,32.2105,47.644,42.2244,,,,,41.2922,44.1275,39.9725,32.7962,47.9084,42.2665,48.1713,21.5234,48.1713,21.5234,0.0,0.0,12.901,11.1192,87.099,88.8808,0.0,51.8287,78.4766
State - DELHI  07,age_22_25,07,2.9142,3.5969,7.8536,28.0963,6.9617,27.5332,7.543,30.5271,,,5.8307,26.2538,26.7344,34.6208,20.5007,38.2039,9.9546,32.2899,,,,,7.4941,29.7778,16.9724,33.7937,,,,,,,25.5642,18.0411,19.0802,10.7087,80.9198,89.2913,,,
State - DELHI  07,age_26_29,07,3.6064,3.3649,2.0973,6.8103,1.0435,6.5625,0.9546,6.4111,,,0.8399,5.5711,9.4724,16.514,3.4632,15.3976,1.3176,8.5534,,,,,1.003,7.1315,3.4022,16.01,,,,,,,33.8472,27.0275,26.3281,11.7606,73.6719,88.2394,,,
State - DELHI  07,age_30_33,07,4.1143,3.5272,0.357,2.2806,0.3603,2.7974,0.1878,1.9023,,,0.3254,2.8057,1.6776,4.7489,0.5961,4.1938,0.2896,2.5712,,,,,0.2641,2.644,0.6304,4.8779,,,,,,,33.3723,28.4578,31.9599,13.2178,68.0401,86.7822,,,
State - DELHI  07,age_34_plus,07,5.3693,4.2275,0.357,0.9978,0.2479,1.1712,0.2191,0.7523,,,0.2766,1.2759,0.5275,1.1906,0.2013,1.071,0.1336,0.7818,,,,,0.1568,0.9099,0.2705,1.3557,,,,,,,30.1851,31.1487,39.2711,16.2808,60.7289,83.7192,,,
State - DELHI  07,age_below10,07,97.3961,97.6332,4.6408,1.9164,3.6024,1.7163,3.9593,1.6148,,,4.4321,1.7118,2.5762,1.2442,2.3516,1.1632,3.0417,1.5318,,,,,3.3896,1.5836,3.1142,1.278,68.453,69.5915,31.4586,30.0662,31.4586,30.0662,0.0,0.0,73.7331,73.322,26.2669,26.678,0.0,68.5414,69.9338
Rajasthan,age_10_13,08,54.9106,51.3333,16.0665,5.3897,13.6139,6.7357,17.0079,6.357,,,15.8702,6.6294,16.237,5.1429,3.0001,3.0655,6.2762,5.3573,,,,,10.8514,7.1103,13.8758,5.5977,63.6033,86.2151,32.836,11.1245,32.836,11.1245,0.0,0.0,29.3335,9.7792,70.6665,90.2208,0.0,67.164,88.8755
Rajasthan,age_14_17,08,19.8023,13.143,37.7361,18.8426,39.783,19.1684,38.2148,20.2048,,,38.7643,19.355,37.5063,17.099,24.3215,13.1648,37.4816,18.5134,,,,,41.4692,19.4167,37.7953,17.3388,36.2702,64.1672,51.0192,17.0161,51.0192,17.0161,0.0,0.0,35.6276,10.4852,64.3724,89.5148,0.0,48.9808,82.9839
Rajasthan,age_18_21,08,17.7707,11.2382,31.4409,50.2233,32.0284,46.4567,30.3363,49.423,,,31.0055,46.0639,30.6744,47.0916,51.3453,47.0825,42.9019,49.11,,,,,35.1802,47.1208,33.1777,46.0728,18.3346,36.7814,60.8279,20.0136,60.8279,20.0136,0.0,0.0,44.0201,12.7673,55.9799,87.2327,0.0,39.1721,79.9864
Rajasthan,age_22_25,08,18.4476,10.6767,3.2521,17.4731,3.2412,17.0404,2.8536,16.1198,,,3.3488,18.0023,3.8928,20.6336,13.3992,25.3032,6.4737,18.1519,,,,,4.0411,16.6166,4.6973,20.0846,,,,,,,8.758,9.1513,50.978,14.6147,49.022,85.3853,,,
Rajasthan,age_26_29,08,20.4831,11.7724,0.3968,2.1766,0.3582,2.4357,0.3363,2.0131,,,0.4028,2.5533,0.6393,3.9978,1.7075,5.4223,0.7101,2.7116,,,,,0.4569,2.2457,0.6122,3.8293,,,,,,,10.6636,12.3849,57.5617,18.9643,42.4383,81.0357,,,
Rajasthan,age_30_33,08,22.0297,13.5593,0.1381,0.984,0.0961,1.0263,0.1073,0.9462,,,0.1602,1.5432,0.1763,1.2919,0.3044,1.3346,0.1394,0.7804,,,,,0.107,0.8689,0.1728,1.3347,,,,,,,9.3425,12.0098,63.2403,24.3438,36.7597,75.6562,,,
Rajasthan,age_34_plus,08,22.6573,18.6893,0.0839,0.3821,0.0678,0.4551,0.0717,0.395,,,0.1566,0.7298,0.0949,0.4355,0.1069,0.3633,0.0567,0.2479,,,,,0.062,0.3391,0.1354,0.4995,,,,,,,7.9691,10.7872,78.8406,41.295,21.1594,58.705,,,
Rajasthan,age_below10,08,96.2286,96.5918,9.6925,3.147,8.5674,4.9233,10.1281,3.4485,,,8.816,3.5445,9.6858,2.9757,2.4558,2.2839,3.4028,3.3466,,,,,5.4406,4.436,7.7586,3.4669,52.6669,63.0496,46.8528,36.4746,46.8528,36.4746,0.0,0.0,80.317,76.0287,19.683,23.9713,0.0,53.1472,63.5254
Uttar Pradesh,age_10_13,09,48.4535,47.044,11.593,4.1421,6.9024,4.4174,11.6768,4.2393,,,9.4398,4.7178,9.9129,3.3303,3.0463,2.345,4.9063,3.3209,,,,,6.1924,3.959,8.1271,3.6758,64.5472,76.6568,34.6159,20.9012,34.6159,20.9012,0.0,0.0,31.8991,19.1193,68.1009,80.8807,0.0,65.3841,79.0988
Uttar Pradesh,age_14_17,09,10.6378,9.6555,39.7437,15.7443,35.6888,17.1061,38.4036,16.7979,,,38.5649,16.6465,36.7307,14.007,26.7028,12.1545,35.3417,15.3019,,,,,37.1227,15.8525,36.481,14.6956,44.4463,60.8266,52.9028,25.6415,52.9028,25.6415,0.0,0.0,36.2339,19.5449,63.7661,80.4551,0.0,47.0972,74.3585
Uttar Pradesh,age_18_21,09,6.782,6.3782,36.4066,56.7535,41.1264,52.805,37.7833,57.0806,,,39.7912,52.7912,39.155,53.7851,51.2373,53.9345,46.4788,55.8082,,,,,43.8778,54.4143,41.5852,52.6865,25.0635,39.823,70.1435,28.8141,70.1435,28.8141,0.0,0.0,43.7707,21.6773,56.2293,78.3227,0.0,29.8565,71.1859
Uttar Pradesh,age_22_25,09,5.8922,5.1549,2.5645,14.8307,4.0924,14.4967,2.8046,13.9684,,,3.4857,15.1823,4.6195,18.48,9.4382,20.3284,5.1988,16.108,,,,,4.3082,15.644,4.7725,17.4469,,,,,,,12.4982,11.5263,54.644,24.0815,45.356,75.9185,,,
Uttar Pradesh,age_26_29,09,6.8842,5.4156,0.3539,1.618,0.5743,1.9001,0.3604,1.5448,,,0.4952,1.9146,0.8723,3.3401,1.3608,3.8507,0.6725,2.2697,,,,,0.5721,2.0793,0.7158,3.0967,,,,,,,14.418,15.371,62.156,28.0244,37.844,71.9756,,,
Uttar Pradesh,age_30_33,09,7.6936,5.904,0.1516,0.7912,0.1914,1.056,0.1621,0.7949,,,0.2029,1.1628,0.3073,1.3505,0.2965,1.2895,0.1635,0.8669,,,,,0.1649,0.9756,0.228,1.3,,,,,,,12.3495,14.2784,67.5189,31.8551,32.4811,68.1449,,,
Uttar Pradesh,age_34_plus,09,10.1779,9.3837,0.1297,0.3635,0.1253,0.6024,0.1523,0.4182,,,0.1785,0.6286,0.1917,0.5353,0.1001,0.4342,0.0696,0.3407,,,,,0.0927,0.4621,0.1621,0.5488,,,,,,,10.1685,13.0954,78.0822,43.2307,21.9178,56.7693,,,
Uttar Pradesh,age_below10,09,94.99,94.9182,6.7628,2.9078,3.5869,2.9984,6.4157,2.6574,,,4.8283,3.0855,5.4721,2.3206,2.1399,1.9624,2.5355,2.3949,,,,,2.9595,2.6626,4.2125,2.6066,44.3749,49.9426,55.2759,49.3776,55.2759,49.3776,0.0,0.0,82.2551,79.2321,17.7449,20.7679,0.0,44.7241,50.6224
Bihar,age_10_13,10,48.1834,46.6617,11.8317,2.1775,7.8433,2.3355,12.3839,1.8364,,,9.9287,2.4013,11.6208,1.7775,4.0648,1.331,5.4625,1.7365,,,,,6.5847,1.9027,8.9046,1.9608,47.2666,62.3056,51.1384,33.8307,51.1384,33.8307,0.0,0.0,49.4595,33.2936,50.5405,66.7064,0.0,48.8616,66.1693
Bihar,age_14_17,10,12.6489,11.5013,46.2693,15.9882,45.0994,16.5026,45.4999,15.4694,,,45.9481,16.2035,45.3581,14.3833,37.9906,13.5663,43.9099,15.4559,,,,,45.1598,15.484,44.8445,14.9129,34.6163,50.1373,60.1995,30.2762,60.1995,30.2762,0.0,0.0,47.21,30.2853,52.79,69.7147,0.0,39.8005,69.7238
Bihar,age_18_21,10,9.5199,7.7804,32.7118,53.343,36.3323,52.5612,33.0289,54.6123,,,34.5743,52.2067,33.2825,52.2906,44.599,52.4645,39.7716,53.5575,,,,,38.29,53.3112,35.9797,51.6721,15.4075,33.3484,75.4783,29.3533,75.4783,29.3533,0.0,0.0,55.5815,29.7929,44.4185,70.2071,0.0,24.5217,70.6467
Bihar,age_22_25,10,9.5823,6.7321,3.0069,21.1596,3.4073,20.0715,3.095,20.8187,,,3.2091,20.9574,3.4461,22.8262,6.8209,23.0748,4.2515,20.8566,,,,,3.7624,21.0547,3.7983,22.0848,,,,,,,6.7417,10.1402,63.1358,31.6981,36.8642,68.3019,,,
Bihar,age_26_29,10,10.541,7.1771,0.3805,2.6205,0.4157,2.6948,0.3568,2.6388,,,0.3834,2.6538,0.4761,3.5896,0.8526,3.8143,0.486,2.8796,,,,,0.4267,2.7592,0.4773,3.4658,,,,,,,10.3503,18.9866,68.0463,36.0928,31.9537,63.9072,,,
Bihar,age_30_33,10,11.6933,7.8292,0.1706,1.1745,0.1362,1.1993,0.1669,1.1422,,,0.1786,1.3266,0.2003,1.5321,0.1777,1.4228,0.127,1.1623,,,,,0.1332,1.2238,0.1813,1.5072,,,,,,,9.6477,19.4886,72.6877,40.9196,27.3123,59.0804,,,
Bihar,age_34_plus,10,14.8445,10.4423,0.1045,0.4356,0.0861,0.5608,0.118,0.4701,,,0.1341,0.5574,0.1169,0.53,0.0548,0.4595,0.0568,0.4336,,,,,0.0687,0.517,0.1206,0.5538,,,,,,,5.7444,13.6303,81.1251,48.0408,18.8749,51.9592,,,
Bihar,age_below10,10,93.9072,93.7879,4.0656,1.4051,3.2989,1.583,3.8584,1.3973,,,3.6463,1.4789,3.9219,1.346,2.5308,1.4922,2.8384,1.5332,,,,,3.0589,1.449,3.4586,1.4824,28.5651,35.8904,71.0746,63.3993,71.0746,63.3993,0.0,0.0,88.4248,84.6701,11.5752,15.3299,0.0,28.9254,36.6007
Sikkim,age_10_13,11,63.2077,66.0284,2.8651,0.3748,2.6703,0.9065,2.8466,0.8611,,,4.2067,0.9241,2.4979,0.6799,0.4352,0.626,0.8694,0.5146,,,,,1.5665,0.5487,2.954,0.7587,86.4823,87.7256,9.5985,8.6107,9.5985,8.6107,0.0,0.0,16.4285,14.5905,83.5715,85.4095,0.0,90.4015,91.3893
Sikkim,age_14_17,11,21.8472,26.8207,27.8552,5.2724,33.9695,6.7193,27.4136,6.3851,,,26.2458,6.0546,24.6369,4.9806,10.9138,2.4159,21.874,4.3814,,,,,32.2173,6.161,25.3021,5.1314,70.0163,69.067,16.5658,12.3431,16.5658,12.3431,0.0,0.0,15.2383,12.3662,84.7617,87.6338,0.0,83.4342,87.6569
Sikkim,age_18_21,11,15.9001,20.0711,35.376,29.3603,37.3588,31.3116,38.4976,29.2577,,,35.8863,26.7302,37.545,27.9479,42.5762,23.9388,46.3239,29.6047,,,,,41.3675,34.0682,37.9554,27.6799,42.6192,42.3382,32.7973,17.4128,32.7973,17.4128,0.0,0.0,19.1407,14.0424,80.8593,85.9576,0.0,67.2027,82.5872
Sikkim,age_22_25,11,16.4039,18.2464,16.7927,26.9615,13.1719,28.48,16.3945,28.6978,,,16.2589,26.5129,18.9729,30.825,27.8938,35.2993,17.0763,34.8009,,,,,12.6395,30.9203,17.3823,30.1513,,,,,,,5.408,4.9335,23.9533,13.8262,76.0467,86.1738,,,
Sikkim,age_26_29,11,16.6504,17.0283,6.4067,14.2429,3.6118,13.8545,5.3907,14.5159,,,6.1629,13.552,6.8373,16.7602,8.3899,20.4568,4.1108,16.3963,,,,,3.1061,13.3519,5.8915,16.1859,,,,,,,8.6632,10.0377,31.8798,15.0777,68.1202,84.9223,,,
