state_name,age_bracket,state_code,Below_primary_share_total_female,Below_primary_share_total_male,CMPR_agri_labourers_female,CMPR_agri_labourers_male,CMPR_below_primary_female,CMPR_below_primary_male,CMPR_cultivators_female,CMPR_cultivators_male,CMPR_household_industry_female,CMPR_household_industry_male,CMPR_illiterate_female,CMPR_illiterate_male,CMPR_main_workers_female,CMPR_main_workers_male,CMPR_matric_female,CMPR_matric_male,CMPR_middle_female,CMPR_middle_male,CMPR_non_workers_female,CMPR_non_workers_male,CMPR_other_workers_female,CMPR_other_workers_male,CMPR_primary_female,CMPR_primary_male,CMPR_total_female,CMPR_total_male,Child_labour_attending_total_female,Child_labour_attending_total_male,Child_labour_dropout_total_female,Child_labour_dropout_total_male,Dropout_rate_total_female,Dropout_rate_total_male,Illiteracy_rate_total_female,Illiteracy_rate_total_male,Literacy_rate_total_female,Literacy_rate_total_male,Non_worker_dropout_total_female,School_attendance_rate_total_female,School_attendance_rate_total_male
Assam,age_below10,18,95.6406,95.7542,1.0242,0.5612,1.1517,0.569,0.9728,0.5673,,,1.1429,0.6044,0.9815,0.6166,1.0549,0.8901,1.1592,0.7601,,,,,1.1638,0.6824,1.1352,0.6957,49.7348,52.2215,49.9473,47.2801,49.9473,47.2801,80.8951,79.5728,19.1049,20.4272,0.0,50.0527,52.7199
West Bengal,age_10_13,19,55.6529,54.4921,6.1819,0.2442,7.4633,0.3173,6.4962,0.244,,,9.7035,0.39,6.3569,0.2583,1.0498,0.1885,2.5339,0.2296,,,,,4.8172,0.305,6.986,0.3058,75.2174,78.2381,23.0295,18.8581,23.0295,18.8581,19.367,14.8788,80.633,85.1212,0.0,76.9705,81.1419
West Bengal,age_14_17,19,20.2687,19.8262,46.1876,4.2143,47.3002,3.8702,41.1092,3.2215,,,45.6868,4.9451,39.9696,3.131,17.0563,1.3786,34.9214,2.3963,,,,,44.5361,3.4805,40.9367,3.3492,51.1757,54.4375,42.782,27.9704,42.782,27.9704,22.366,15.8313,77.634,84.1687,0.0,57.218,72.0296
West Bengal,age_18_21,19,20.3205,19.0042,36.4886,37.1142,33.6509,32.8652,38.0267,30.8222,,,31.8229,35.9635,34.4537,27.7087,45.8632,14.9264,43.0474,23.9174,,,,,37.0412,30.2475,34.8809,27.4695,22.723,32.4459,68.9123,31.7889,68.9123,31.7889,28.1521,17.3608,71.8479,82.6392,0.0,31.0877,68.2111
West Bengal,age_below10,19,97.7387,97.5874,1.2083,0.5979,1.3476,0.6469,1.5471,0.5747,,,1.9861,0.6726,1.3449,0.7028,0.9827,0.9645,1.0138,0.819,,,,,1.1405,0.8031,1.565,0.7832,55.2257,56.9202,44.5593,42.7322,44.5593,42.7322,76.7027,75.6001,23.2973,24.3999,0.0,55.4407,57.2678
Jharkhand,age_10_13,20,46.5121,45.9292,8.0406,1.1508,7.9644,1.3674,6.559,1.0838,,,9.0811,1.3472,6.9467,0.9662,2.4316,0.6704,4.1459,0.937,,,,,6.1905,1.1325,7.9272,1.0905,57.2236,71.7772,40.9258,25.6122,40.9258,25.6122,39.1907,23.7131,60.8093,76.2869,0.0,59.0742,74.3878
Jharkhand,age_14_17,20,12.981,11.4391,42.2928,12.7018,44.2094,11.9173,36.1243,10.2732,,,43.2912,12.0546,37.7115,9.288,27.4001,6.7309,38.1903,9.4563,,,,,42.2651,10.5714,41.1737,9.9732,41.761,57.6904,52.0351,29.5007,52.0351,29.5007,39.4418,20.2667,60.5582,79.7333,0.0,47.9649,70.4993
Jharkhand,age_18_21,20,10.4415,8.2357,37.3136,51.6968,34.5424,48.7611,41.5984,48.3486,,,34.9377,49.0405,39.117,45.1248,47.3053,40.2312,41.8799,46.126,,,,,38.1394,48.0367,36.4213,45.1882,20.5077,37.8548,69.1123,35.6218,69.1123,35.6218,48.1349,20.1286,51.8651,79.8714,0.0,30.8877,64.3782
Jharkhand,age_below10,20,94.9918,95.1392,3.4714,1.139,3.5579,1.2261,3.4945,1.1288,,,3.6928,1.1786,3.4452,1.0615,2.1619,1.1567,2.6278,1.2258,,,,,2.9862,1.1701,3.4235,1.1748,39.2944,46.7236,60.3648,52.7721,60.3648,52.7721,84.4811,80.9676,15.5189,19.0324,0.0,39.6352,47.2279
State - ORISSA  21,age_10_13,21,35.1104,34.3205,2.2478,0.1499,3.3946,0.2786,2.2997,0.2102,,,3.2874,0.2595,2.3218,0.1708,0.6174,0.1176,1.1724,0.1365,,,,,2.382,0.209,2.8345,0.2208,67.6055,77.907,31.1915,20.2523,31.1915,20.2523,26.0426,15.3495,73.9574,84.6505,0.0,68.8085,79.7477
State - ORISSA  21,age_14_17,21,11.6542,9.5333,35.3838,2.5903,37.206,2.7863,33.6779,2.7625,,,36.9719,3.7301,32.9555,2.2618,15.6565,0.9216,25.6614,1.6092,,,,,33.9467,2.3328,33.8944,2.5403,41.5057,54.7213,53.8898,34.0256,53.8898,34.0256,28.1293,14.5303,71.8707,85.4697,0.0,46.1102,65.9744
State - ORISSA  21,age_18_21,21,12.0764,9.9166,48.502,35.7106,45.5651,34.5437,49.398,34.8575,,,45.6037,38.9395,46.2785,30.0876,50.4974,17.6815,50.8766,25.5918,,,,,48.0002,31.0893,46.1939,30.6626,20.0059,31.4673,72.6635,42.6747,72.6635,42.6747,31.6338,14.9734,68.3662,85.0266,0.0,27.3365,57.3253
State - ORISSA  21,age_below10,21,96.6607,96.6774,1.4882,0.8113,1.7213,0.808,1.7338,0.8084,,,1.7768,0.888,1.5821,0.8081,1.2767,0.9424,1.4464,0.9292,,,,,1.5196,0.8279,1.6726,0.8852,55.0512,60.2454,44.7626,39.4546,44.7626,39.4546,79.0577,76.6677,20.9423,23.3323,0.0,55.2374,60.5454
Chhattisgarh,age_10_13,22,52.5461,51.223,9.2122,2.983,7.7147,3.9397,8.7648,3.1715,,,9.7594,3.5985,8.7127,2.6359,1.4927,1.1235,2.6971,1.8264,,,,,5.5066,2.839,8.0348,2.8323,73.9287,84.1975,23.2095,12.5969,23.2095,12.5969,17.2843,9.2152,82.7157,90.7848,0.0,76.7905,87.4031
Chhattisgarh,age_14_17,22,14.603,11.3678,42.3347,13.9437,41.0781,15.1759,37.8271,12.8983,,,40.2614,14.882,38.9502,11.4604,18.1077,5.3845,33.0449,9.6856,,,,,40.018,12.8875,37.8714,11.9765,41.793,59.7578,43.9352,21.6927,43.9352,21.6927,21.9473,10.0558,78.0527,89.9442,0.0,56.0648,78.3073
Chhattisgarh,age_18_21,22,13.8215,9.9369,38.4036,58.9423,39.9821,55.0395,41.5077,56.1299,,,38.0156,54.2325,39.8284,51.2899,54.0664,40.006,50.6626,54.0629,,,,,43.1977,55.9994,40.4529,50.7686,18.8316,35.335,56.7749,26.1811,56.7749,26.1811,29.7989,11.3339,70.2011,88.6661,0.0,43.2251,73.8189
Chhattisgarh,age_below10,22,98.4397,98.4693,5.7804,2.0741,5.0943,2.5806,6.333,2.2125,,,5.9328,2.2455,5.8768,1.9037,2.1167,1.3177,2.7594,1.7138,,,,,3.778,2.0963,5.1535,2.0278,56.7661,60.664,42.8661,38.8617,42.8661,38.8617,78.1586,76.5976,21.8414,23.4024,0.0,57.1339,61.1383
Madhya Pradesh,age_10_13,23,55.0027,52.339,12.7465,3.9713,11.4485,4.041,13.5612,4.0433,,,14.3882,4.4782,12.7357,3.2663,2.7479,1.946,5.2726,3.0182,,,,,8.7413,3.9186,11.8941,3.5076,71.5601,83.048,25.7856,13.5943,25.7856,13.5943,22.1534,12.1415,77.8466,87.8585,0.0,74.2144,86.4057
Madhya Pradesh,age_14_17,23,16.5869,13.1332,44.2294,19.0403,44.3033,18.643,43.0004,20.3333,,,44.5597,20.5667,42.4104,16.4977,24.9479,11.2274,39.1995,16.6008,,,,,44.3979,18.227,41.9276,16.8825,44.0912,61.9031,45.2632,19.4835,45.2632,19.4835,26.653,13.1427,73.347,86.8573,0.0,54.7368,80.5165
Madhya Pradesh,age_18_21,23,13.9106,10.6844,33.9162,55.4814,33.8928,53.1051,34.1846,56.1664,,,31.1744,53.3467,33.8697,50.4201,50.4201,44.7163,43.3725,51.7682,,,,,36.6324,52.4813,34.114,49.8588,20.7881,37.0342,60.4402,22.9237,60.4402,22.9237,36.0479,14.4551,63.9521,85.5449,0.0,39.5598,77.0763
Madhya Pradesh,age_below10,23,97.6967,97.8052,5.0882,1.6259,4.5942,1.7293,5.499,1.6197,,,5.1124,1.7418,5.0393,1.442,1.9681,1.2477,2.5324,1.5332,,,,,3.3304,1.7182,4.4404,1.5715,51.9696,56.7819,47.6949,42.7944,47.6949,42.7944,79.483,77.3798,20.517,22.6202,0.0,52.3051,57.2056
Gujarat,age_10_13,24,38.8253,37.6509,2.8282,0.8697,3.8479,1.0621,2.0932,0.9237,,,3.6704,0.9925,3.2699,0.7413,0.8382,0.595,1.7368,0.9778,,,,,2.6947,1.0453,2.9511,0.8694,74.6295,84.7168,23.5898,12.6707,23.5898,12.6707,18.023,9.5491,81.977,90.4509,0.0,76.4102,87.3293
Gujarat,age_14_17,24,12.2314,9.6791,23.5741,7.2338,24.9999,7.0448,21.886,7.3739,,,25.8234,7.3991,23.1892,5.3898,11.2064,3.9959,18.3959,5.9919,,,,,22.421,6.3101,22.0732,5.7866,45.0237,58.4228,46.1274,21.0185,46.1274,21.0185,20.5072,10.6704,79.4928,89.3296,0.0,53.8726,78.9815
Gujarat,age_18_21,24,11.7044,9.9768,62.9938,57.6952,57.7082,53.2174,65.0785,58.5517,,,58.3393,55.3895,59.4912,47.7103,63.2676,40.1709,62.5778,47.9179,,,,,60.3585,50.7873,58.7346,47.41,22.0598,29.4405,62.8467,22.9449,62.8467,22.9449,25.384,11.8231,74.616,88.1769,0.0,37.1533,77.0551
Gujarat,age_below10,24,98.0606,98.0997,1.5429,0.7159,1.8169,0.8931,1.717,0.7984,,,1.8745,0.8539,1.7954,0.7916,1.062,0.8447,1.3216,0.9745,,,,,1.5257,0.8945,1.6436,0.8701,59.8785,64.1663,39.9459,35.5538,39.9459,35.5538,76.3332,74.5326,23.6668,25.4674,0.0,60.0541,64.4462
Daman & Diu,age_10_13,25,29.5196,33.0426,2.5478,0.8969,2.8755,0.6617,1.6298,0.2389,,,3.5149,0.8894,2.2891,0.6046,0.5653,0.5056,0.737,0.5223,,,,,1.3786,0.6376,2.2869,0.5891,88.4515,90.8349,9.9146,6.2156,9.9146,6.2156,6.8511,4.4826,93.1489,95.5174,0.0,90.0854,93.7844
Daman & Diu,age_14_17,25,5.7399,6.8805,27.3885,7.1749,31.2395,6.2035,31.6647,4.9582,,,33.8326,8.2546,30.2128,5.3151,13.6452,3.9687,21.7276,5.9083,,,,,26.9883,5.6864,27.1642,5.387,53.2157,56.5146,37.098,12.6518,37.098,12.6518,12.549,8.4181,87.451,91.5819,0.0,62.902,87.3482
Daman & Diu,age_18_21,25,6.6636,7.8206,57.9618,45.7399,49.9721,44.1067,53.2014,45.46,,,49.1786,48.1656,47.3514,39.5405,58.2456,33.6451,58.0189,43.2022,,,,,55.7971,42.6936,51.955,39.1042,19.1442,15.9987,65.0682,11.9283,65.0682,11.9283,19.1811,12.3841,80.8189,87.6159,0.0,34.9318,88.0717
Daman & Diu,age_below10,25,98.4573,97.9757,1.9108,0.8969,1.5913,0.7444,2.3283,0.5376,,,1.5944,0.7782,1.482,0.8303,1.2865,1.028,1.2677,0.865,,,,,1.0958,0.7417,1.3889,0.8277,73.3333,75.0,26.5214,24.7695,26.5214,24.7695,74.1913,73.9194,25.8087,26.0806,0.0,73.4786,75.2305
Dadra & Nagar Haveli,age_10_13,26,39.0748,39.4743,0.7674,0.242,2.6745,0.7858,1.4322,0.2299,,,2.1267,0.3635,1.5496,0.4848,0.7861,0.4147,1.1874,0.7014,,,,,2.1396,0.7907,1.9041,0.4976,60.5911,79.3226,32.7922,15.7852,32.7922,15.7852,34.4156,14.8698,65.5844,85.1302,0.0,67.2078,84.2148
Dadra & Nagar Haveli,age_14_17,26,14.1251,11.9017,29.264,6.3278,31.8676,8.2337,35.1808,7.8826,,,34.1987,8.5492,32.203,6.7508,12.9813,4.1077,28.2019,7.2038,,,,,29.7673,8.3624,30.1745,6.9181,34.0595,50.9826,37.1097,19.4624,37.1097,19.4624,47.0443,19.9949,52.9557,80.0051,0.0,62.8903,80.5376
Dadra & Nagar Haveli,age_18_21,26,13.1823,9.4917,57.2027,66.7012,52.8558,63.1192,53.3978,66.5089,,,51.9383,63.981,52.9654,54.3327,61.8021,41.6478,55.9796,57.3649,,,,,55.0415,58.5098,52.7576,54.4033,13.6934,15.9884,47.9269,12.1179,47.9269,12.1179,53.0278,19.5876,46.9722,80.4124,0.0,52.0731,87.8821
Dadra & Nagar Haveli,age_below10,26,97.7341,97.867,2.1277,0.7607,2.1306,0.837,2.3201,0.5611,,,2.0339,0.7546,2.2145,0.945,1.5723,1.111,1.6115,1.346,,,,,2.3001,1.0185,1.9596,0.9572,53.0665,62.3838,46.3809,37.0815,46.3809,37.0815,82.8198,79.7371,17.1802,20.2629,0.0,53.6191,62.9185
Maharashtra,age_10_13,27,33.6198,33.7766,4.8201,0.4413,4.4085,0.6255,4.5708,0.425,,,7.2936,0.8779,4.5351,0.4517,0.7697,0.3042,1.5668,0.4538,,,,,3.0085,0.5383,4.5735,0.5241,88.9064,91.6765,9.3215,6.2091,9.3215,6.2091,6.3802,4.183,93.6198,95.817,0.0,90.6785,93.7909
Maharashtra,age_14_17,27,7.5304,6.8774,37.717,3.8961,35.5103,4.5245,37.1768,3.6625,,,39.8831,6.3515,34.7395,3.278,15.2154,1.9011,26.1266,3.0764,,,,,32.0825,3.7772,31.8006,3.6047,65.7197,72.0609,25.0682,13.1218,25.0682,13.1218,8.3952,5.2149,91.6048,94.7851,0.0,74.9318,86.8782
Maharashtra,age_18_21,27,8.6241,7.2421,47.6894,41.932,47.8017,39.367,48.8876,40.2921,,,41.1389,43.6584,46.4891,32.1288,55.494,23.2536,54.7281,31.917,,,,,50.8983,36.3808,46.1171,32.0187,33.1959,44.2561,46.8821,19.4392,46.8821,19.4392,13.8604,6.3904,86.1396,93.6096,0.0,53.1179,80.5608
Maharashtra,age_below10,27,97.3769,97.5845,2.6335,0.8965,2.424,0.8985,2.6393,0.842,,,2.9721,0.982,2.4894,0.8184,1.6367,0.769,2.0263,0.9352,,,,,2.1006,0.8904,2.4033,0.858,68.252,68.8637,31.514,30.8172,31.514,30.8172,73.3446,73.2568,26.6554,26.7432,0.0,68.486,69.1828
Andhra Pradesh,age_10_13,28,29.4716,28.5697,10.9054,0.7118,9.1339,0.9407,11.5057,1.0697,,,12.3259,1.2728,10.7564,0.7344,1.9786,0.3668,4.4567,0.4517,,,,,6.8098,0.5219,9.776,0.8462,72.7457,82.1946,19.2994,10.8416,19.2994,10.8416,18.7797,10.7346,81.2203,89.2654,0.0,80.7006,89.1584
Andhra Pradesh,age_14_17,28,9.6507,7.8673,45.3224,6.2165,45.5451,6.5201,41.9319,6.3033,,,42.1465,7.6114,42.521,5.1267,27.5562,2.6447,40.993,4.121,,,,,43.6485,4.6118,40.1911,5.4617,44.1617,56.3673,35.7351,17.1485,35.7351,17.1485,24.8481,14.7064,75.1519,85.2936,0.0,64.2649,82.8515
Andhra Pradesh,age_18_21,28,10.1123,7.9426,34.3412,49.9301,34.9582,47.8116,35.2461,45.041,,,33.0036,47.6319,34.4059,41.6199,49.1283,31.9836,40.2516,40.5927,,,,,38.1009,43.6881,35.7774,41.3558,20.3173,33.1487,51.1943,21.2069,51.1943,21.2069,34.1933,17.331,65.8067,82.669,0.0,48.8057,78.7931
Andhra Pradesh,age_below10,28,95.5324,95.6914,2.7533,1.2404,2.2226,1.4136,4.0534,1.4998,,,3.583,1.4743,3.2811,1.3063,1.5498,1.2622,1.6976,1.3135,,,,,1.841,1.1927,2.9223,1.3583,71.2397,73.7954,27.8942,25.3295,27.8942,25.3295,72.2376,70.9461,27.7624,29.0539,0.0,72.1058,74.6705
Karnataka,age_10_13,29,35.9418,37.0946,6.788,0.5213,5.0018,0.393,5.7335,0.3771,,,7.2419,0.4947,5.5175,0.3207,1.1214,0.212,2.6258,0.2907,,,,,4.1763,0.3196,5.4009,0.3588,77.1259,83.1262,18.5322,10.8457,18.5322,10.8457,15.1802,9.3869,84.8198,90.6131,0.0,81.4678,89.1543
Karnataka,age_14_17,29,8.7557,8.4296,33.7212,2.5963,29.8144,1.8966,31.7248,1.8569,,,33.0747,2.5439,29.4712,1.5944,16.5789,0.8833,27.9981,1.305,,,,,29.4837,1.5439,28.8967,1.7164,49.7329,58.723,36.7291,16.3674,36.7291,16.3674,18.7168,12.0559,81.2832,87.9441,0.0,63.2709,83.6326
Karnataka,age_18_21,29,9.1897,9.2179,46.3684,31.5335,47.4004,26.3657,48.7453,27.0986,,,45.0177,31.2221,45.7793,23.0591,50.508,15.1146,48.3058,20.7044,,,,,47.419,23.7834,45.8345,23.3265,21.9697,31.4102,56.5202,19.9175,56.5202,19.9175,24.8501,14.8266,75.1499,85.1734,0.0,43.4798,80.0825
Karnataka,age_below10,29,97.5596,97.7141,2.5139,0.7309,2.1048,0.6272,2.011,0.5887,,,2.2932,0.6338,2.0735,0.6502,1.3146,0.7774,1.574,0.8249,,,,,1.8013,0.6498,2.002,0.6882,61.6338,62.9587,37.8662,36.1994,37.8662,36.1994,73.8402,73.3471,26.1598,26.6529,0.0,62.1338,63.8006
Goa,age_10_13,30,25.4974,27.1435,1.979,0.0757,1.4514,0.1451,2.1076,0.0666,,,4.4131,0.4387,1.9732,0.2112,0.2063,0.1592,0.3209,0.1789,,,,,0.9446,0.1968,1.9443,0.2105,92.0917,94.304,6.6593,4.554,6.6593,4.554,5.4018,3.4832,94.5982,96.5168,0.0,93.3407,95.446
Goa,age_10_13,30,25.4974,27.1435,1.979,0.0757,1.4514,0.1451,2.1076,0.0666,,,4.4131,0.4387,1.9732,0.2112,0.2063,0.1592,0.3209,0.1789,,,,,0.9446,0.1968,1.9443,0.2105,92.0917,94.304,6.6593,4.554,6.6593,4.554,5.4018,3.4832,94.5982,96.5168,0.0,93.3407,95.446
Goa,age_10_13,30,25.4974,27.1435,1.979,0.0757,1.4514,0.1451,2.1076,0.0666,,,4.4131,0.4387,1.9732,0.2112,0.2063,0.1592,0.3209,0.1789,,,,,0.9446,0.1968,1.9443,0.2105,92.0917,94.304,6.6593,4.554,6.6593,4.554,5.4018,3.4832,94.5982,96.5168,0.0,93.3407,95.446
Goa,age_10_13,30,25.4974,27.1435,1.979,0.0757,1.4514,0.1451,2.1076,0.0666,,,4.4131,0.4387,1.9732,0.2112,0.2063,0.1592,0.3209,0.1789,,,,,0.9446,0.1968,1.9443,0.2105,92.0917,94.304,6.6593,4.554,6.6593,4.554,5.4018,3.4832,94.5982,96.5168,0.0,93.3407,95.446
Goa,age_10_13,30,25.4974,27.1435,1.979,0.0757,1.4514,0.1451,2.1076,0.0666,,,4.4131,0.4387,1.9732,0.2112,0.2063,0.1592,0.3209,0.1789,,,,,0.9446,0.1968,1.9443,0.2105,92.0917,94.304,6.6593,4.554,6.6593,4.554,5.4018,3.4832,94.5982,96.5168,0.0,93.3407,95.446
Goa,age_10_13,30,25.4974,27.1435,1.979,0.0757,1.4514,0.1451,2.1076,0.0666,,,4.4131,0.4387,1.9732,0.2112,0.2063,0.1592,0.3209,0.1789,,,,,0.9446,0.1968,1.9443,0.2105,92.0917,94.304,6.6593,4.554,6.6593,4.554,5.4018,3.4832,94.5982,96.5168,0.0,93.3407,95.446
Goa,age_14_17,30,4.6832,4.1645,17.2734,1.0032,13.8123,1.0775,15.9489,1.1994,,,22.2017,2.5427,11.8687,1.0473,3.1102,0.521,6.1322,0.8228,,,,,11.425,1.1241,12.2548,1.0622,72.6539,78.0035,21.3516,13.4448,21.3516,13.4448,5.667,4.1064,94.333,95.8936,0.0,78.6484,86.5552
Goa,age_14_17,30,4.6832,4.1645,17.2734,1.0032,13.8123,1.0775,15.9489,1.1994,,,22.2017,2.5427,11.8687,1.0473,3.1102,0.521,6.1322,0.8228,,,,,11.425,1.1241,12.2548,1.0622,72.6539,78.0035,21.3516,13.4448,21.3516,13.4448,5.667,4.1064,94.333,95.8936,0.0,78.6484,86.5552
Goa,age_14_17,30,4.6832,4.1645,17.2734,1.0032,13.8123,1.0775,15.9489,1.1994,,,22.2017,2.5427,11.8687,1.0473,3.1102,0.521,6.1322,0.8228,,,,,11.425,1.1241,12.2548,1.0622,72.6539,78.0035,21.3516,13.4448,21.3516,13.4448,5.667,4.1064,94.333,95.8936,0.0,78.6484,86.5552
Goa,age_14_17,30,4.6832,4.1645,17.2734,1.0032,13.8123,1.0775,15.9489,1.1994,,,22.2017,2.5427,11.8687,1.0473,3.1102,0.521,6.1322,0.8228,,,,,11.425,1.1241,12.2548,1.0622,72.6539,78.0035,21.3516,13.4448,21.3516,13.4448,5.667,4.1064,94.333,95.8936,0.0,78.6484,86.5552
Goa,age_14_17,30,4.6832,4.1645,17.2734,1.0032,13.8123,1.0775,15.9489,1.1994,,,22.2017,2.5427,11.8687,1.0473,3.1102,0.521,6.1322,0.8228,,,,,11.425,1.1241,12.2548,1.0622,72.6539,78.0035,21.3516,13.4448,21.3516,13.4448,5.667,4.1064,94.333,95.8936,0.0,78.6484,86.5552
Goa,age_14_17,30,4.6832,4.1645,17.2734,1.0032,13.8123,1.0775,15.9489,1.1994,,,22.2017,2.5427,11.8687,1.0473,3.1102,0.521,6.1322,0.8228,,,,,11.425,1.1241,12.2548,1.0622,72.6539,78.0035,21.3516,13.4448,21.3516,13.4448,5.667,4.1064,94.333,95.8936,0.0,78.6484,86.5552
Goa,age_18_21,30,5.9386,4.714,48.2775,14.6508,45.1863,13.8202,52.4775,17.1975,,,45.4796,22.7966,34.1864,10.8596,30.321,6.1023,37.4226,9.4535,,,,,42.9004,13.1243,38.3138,11.1658,39.5638,42.2842,47.0685,30.3622,47.0685,30.3622,8.5131,6.1808,91.4869,93.8192,0.0,52.9315,69.6378
Goa,age_18_21,30,5.9386,4.714,48.2775,14.6508,45.1863,13.8202,52.4775,17.1975,,,45.4796,22.7966,34.1864,10.8596,30.321,6.1023,37.4226,9.4535,,,,,42.9004,13.1243,38.3138,11.1658,39.5638,42.2842,47.0685,30.3622,47.0685,30.3622,8.5131,6.1808,91.4869,93.8192,0.0,52.9315,69.6378
Goa,age_18_21,30,5.9386,4.714,48.2775,14.6508,45.1863,13.8202,52.4775,17.1975,,,45.4796,22.7966,34.1864,10.8596,30.321,6.1023,37.4226,9.4535,,,,,42.9004,13.1243,38.3138,11.1658,39.5638,42.2842,47.0685,30.3622,47.0685,30.3622,8.5131,6.1808,91.4869,93.8192,0.0,52.9315,69.6378
Goa,age_18_21,30,5.9386,4.714,48.2775,14.6508,45.1863,13.8202,52.4775,17.1975,,,45.4796,22.7966,34.1864,10.8596,30.321,6.1023,37.4226,9.4535,,,,,42.9004,13.1243,38.3138,11.1658,39.5638,42.2842,47.0685,30.3622,47.0685,30.3622,8.5131,6.1808,91.4869,93.8192,0.0,52.9315,69.6378
Goa,age_18_21,30,5.9386,4.714,48.2775,14.6508,45.1863,13.8202,52.4775,17.1975,,,45.4796,22.7966,34.1864,10.8596,30.321,6.1023,37.4226,9.4535,,,,,42.9004,13.1243,38.3138,11.1658,39.5638,42.2842,47.0685,30.3622,47.0685,30.3622,8.5131,6.1808,91.4869,93.8192,0.0,52.9315,69.6378
Goa,age_18_21,30,5.9386,4.714,48.2775,14.6508,45.1863,13.8202,52.4775,17.1975,,,45.4796,22.7966,34.1864,10.8596,30.321,6.1023,37.4226,9.4535,,,,,42.9004,13.1243,38.3138,11.1658,39.5638,42.2842,47.0685,30.3622,47.0685,30.3622,8.5131,6.1808,91.4869,93.8192,0.0,52.9315,69.6378
Goa,age_below10,30,95.9617,95.8894,1.075,0.6246,0.8093,0.42,0.7701,0.4398,,,1.1554,0.6571,0.9639,0.7305,0.792,0.8727,0.9818,0.799,,,,,0.9079,0.6688,0.9456,0.7163,76.7473,76.8019,23.1057,22.9017,23.1057,22.9017,72.2184,72.1607,27.7816,27.8393,0.0,76.8943,77.0983
Goa,age_below10,30,95.9617,95.8894,1.075,0.6246,0.8093,0.42,0.7701,0.4398,,,1.1554,0.6571,0.9639,0.7305,0.792,0.8727,0.9818,0.799,,,,,0.9079,0.6688,0.9456,0.7163,76.7473,76.8019,23.1057,22.9017,23.1057,22.9017,72.2184,72.1607,27.7816,27.8393,0.0,76.8943,77.0983
Goa,age_below10,30,95.9617,95.8894,1.075,0.6246,0.8093,0.42,0.7701,0.4398,,,1.1554,0.6571,0.9639,0.7305,0.792,0.8727,0.9818,0.799,,,,,0.9079,0.6688,0.9456,0.7163,76.7473,76.8019,23.1057,22.9017,23.1057,22.9017,72.2184,72.1607,27.7816,27.8393,0.0,76.8943,77.0983
Goa,age_below10,30,95.9617,95.8894,1.075,0.6246,0.8093,0.42,0.7701,0.4398,,,1.1554,0.6571,0.9639,0.7305,0.792,0.8727,0.9818,0.799,,,,,0.9079,0.6688,0.9456,0.7163,76.7473,76.8019,23.1057,22.9017,23.1057,22.9017,72.2184,72.1607,27.7816,27.8393,0.0,76.8943,77.0983
Goa,age_below10,30,95.9617,95.8894,1.075,0.6246,0.8093,0.42,0.7701,0.4398,,,1.1554,0.6571,0.9639,0.7305,0.792,0.8727,0.9818,0.799,,,,,0.9079,0.6688,0.9456,0.7163,76.7473,76.8019,23.1057,22.9017,23.1057,22.9017,72.2184,72.1607,27.7816,27.8393,0.0,76.8943,77.0983
Goa,age_below10,30,95.9617,95.8894,1.075,0.6246,0.8093,0.42,0.7701,0.4398,,,1.1554,0.6571,0.9639,0.7305,0.792,0.8727,0.9818,0.799,,,,,0.9079,0.6688,0.9456,0.7163,76.7473,76.8019,23.1057,22.9017,23.1057,22.9017,72.2184,72.1607,27.7816,27.8393,0.0,76.8943,77.0983
Lakshadweep,age_10_13,31,39.1598,48.9987,,,2.1933,0.1142,,,,,3.9952,0.1649,1.3107,0.0574,0.5175,0.0375,0.352,0.0,,,,,1.931,0.0657,,,96.2323,97.4042,3.7677,2.4375,3.7677,2.4375,2.9036,1.9943,97.0964,98.0057,0.0,96.2323,97.5625
Lakshadweep,age_14_17,31,6.245,8.4638,,,34.3043,2.8158,,,,,36.799,3.38,17.579,1.1713,10.1552,0.375,21.5574,0.7154,,,,,33.9981,1.5102,,,71.5227,84.2721,28.4386,14.6672,28.4386,14.6672,3.2158,1.902,96.7842,98.098,0.0,71.5614,85.3328
Lakshadweep,age_18_21,31,8.0068,9.5048,,,53.4613,30.6317,,,,,47.6534,33.9654,46.8003,18.2706,53.6223,10.5737,58.9969,17.2202,,,,,51.7569,24.6881,,,21.4699,42.9234,77.9521,48.0278,77.9521,48.0278,3.0553,3.1709,96.9447,96.8291,0.0,22.0479,51.9722
Lakshadweep,age_below10,31,98.4997,99.016,,,0.891,0.4566,,,,,1.2515,0.3298,1.0794,0.356,0.9702,0.5624,1.4518,0.6132,,,,,1.2029,0.394,,,81.7134,81.4056,18.2555,18.5652,18.2555,18.5652,76.0056,75.7458,23.9944,24.2542,0.0,81.7445,81.4348
Kerala,age_10_13,32,23.383,27.2602,1.6975,0.0448,2.9102,0.0566,1.9106,0.0402,,,3.805,0.0746,0.958,0.0365,0.1679,0.0273,0.5593,0.0332,,,,,2.0156,0.0427,,,97.8866,97.8498,1.9676,1.9247,1.9676,1.9247,1.2983,1.2244,98.7017,98.7756,0.0,98.0324,98.0753
Kerala,age_14_17,32,1.3534,1.6811,23.1834,0.468,28.6483,0.7199,19.7831,0.4085,,,30.1175,0.9895,14.2173,0.2845,7.6295,0.1006,19.6779,0.2006,,,,,26.6685,0.4204,,,80.6261,80.277,17.6686,15.3301,17.6686,15.3301,1.2785,1.0843,98.7215,98.9157,0.0,82.3314,84.6699
